,acousticness,loudness,energy,explicit
449124,0.671,-8.586,0.564,0
447507,0.0105,-4.279,0.831,0
515871,0.959,-8.026,0.521,0
549728,0.417,-12.415,0.507,0
251540,0.977,-16.378,0.064,0
119417,0.04,-2.769,0.91,0
146793,0.000496,-9.512,0.914,0
305501,0.834,-15.76,0.0561,0
119199,0.751,-12.221,0.298,0
28172,0.725,-17.944,0.288,0
178291,0.0423,-8.766,0.797,0
245857,0.182,-6.763,0.485,0
112948,0.279,-9.965,0.74,0
316857,0.935,-20.491,0.0713,0
56049,0.428,-15.813,0.39,0
295864,0.979,-21.56,0.041,0
160601,0.961,-22.491,0.0562,0
293842,0.0741,-13.619,0.67,1
88993,0.00245,-4.523,0.892,0
313955,0.709,-6.437,0.649,0
79523,0.496,-11.994,0.551,0
540565,0.0114,-4.411,0.858,0
380472,0.0011,-7.92,0.971,0
571163,0.874,-12.651,0.281,0
323868,0.953,-13.456,0.272,0
57889,0.0456,-8.28,0.657,0
345345,0.972,-8.673,0.556,0
585453,0.682,-5.578,0.768,0
170590,0.00266,-7.949,0.953,0
558855,0.0811,-2.271,0.931,0
511154,0.996,-13.669,0.148,0
501677,0.883,-9.279,0.273,0
294198,0.246,-3.647,0.897,0
387618,0.367,-11.937,0.581,1
506612,0.197,-11.783,0.65,0
369863,0.641,-8.034,0.392,0
516259,0.926,-12.884,0.327,0
168445,2.97e-06,-7.632,0.948,0
384236,7.97e-05,-10.951,0.89,0
257011,0.0023,-5.235,0.555,0
276773,0.705,-7.33,0.372,0
315493,0.963,-16.707,0.16,0
468178,0.705,-3.701,0.794,0
467892,0.0381,-4.986,0.871,0
568965,0.256,-12.816,0.499,0
53254,0.512,-16.11,0.3,0
357842,0.218,-5.898,0.701,0
32000,0.123,-5.18,0.744,0
108382,0.178,-9.126,0.549,0
343490,0.112,-4.834,0.912,0
129844,0.626,-8.062,0.478,0
136212,0.982,-2.994,0.565,0
166906,0.486,-17.709,0.252,0
237350,0.0178,-7.556,0.632,0
125882,0.867,-16.303,0.261,0
232921,0.00309,-9.313,0.69,0
12598,0.982,-5.373,0.455,0
204339,0.218,-9.837,0.572,0
78685,0.000206,-10.206,0.963,0
582854,0.00911,-4.575,0.849,0
160088,0.91,-17.053,0.215,0
533402,0.895,-13.706,0.439,0
204748,0.756,-14.169,0.241,0
419889,0.444,-8.082,0.432,0
22212,0.973,-13.88,0.124,0
311538,0.0501,-4.821,0.738,0
30482,0.908,-18.369,0.148,0
402438,0.533,-12.485,0.401,0
74986,0.0668,-3.021,0.83,0
410019,0.23,-15.693,0.292,0
356190,0.0651,-10.019,0.575,1
2475,0.361,-22.237,0.162,0
24207,0.991,-10.828,0.176,0
509543,0.0635,-6.348,0.706,0
505242,0.991,-16.578,0.172,0
50286,0.895,-11.41,0.338,0
140906,0.711,-11.99,0.349,0
232192,0.889,-8.94,0.435,0
18205,0.986,-11.557,0.403,0
267537,0.928,-22.477,0.117,0
468732,0.105,-5.124,0.829,1
507631,0.778,-10.37,0.52,0
482002,0.813,-10.164,0.334,0
252326,0.00845,-15.441,0.387,0
258650,0.698,-13.597,0.364,0
235824,0.0958,-9.853,0.798,0
556903,0.0751,-4.734,0.7,0
477221,0.718,-8.84,0.566,0
523911,0.335,-10.107,0.735,0
355331,0.0127,-20.45,0.364,0
103670,0.481,-11.86,0.697,0
298966,0.0974,-8.754,0.714,0
493974,0.757,-7.138,0.911,0
492360,0.109,-5.975,0.78,0
420004,0.0722,-6.763,0.661,0
160347,0.881,-13.476,0.338,0
299731,4.05e-05,-9.725,0.887,0
99502,0.411,-11.38,0.487,0
513241,0.994,-8.876,0.329,0
503470,0.624,-2.196,0.872,0
25728,0.924,-20.044,0.133,0
423388,0.94,-10.529,0.191,0
68076,0.0016,-19.356,0.22,0
361031,0.521,-7.669,0.821,0
468025,0.0081,-5.389,0.708,0
208278,0.187,-4.135,0.869,0
187688,0.159,-9.754,0.526,0
49321,0.0748,-7.551,0.92,0
454520,0.883,-19.42,0.0858,0
271096,0.355,-11.621,0.353,0
451136,0.203,-4.51,0.81,0
363056,0.875,-5.534,0.63,0
528953,0.562,-6.078,0.928,0
375147,0.989,-18.213,0.131,0
424798,0.0763,-7.459,0.675,0
36663,0.83,-9.459,0.359,0
152457,0.093,-7.638,0.669,0
236884,0.71,-4.307,0.714,0
252768,0.811,-9.05,0.482,0
94142,0.615,-5.479,0.869,0
339918,0.0917,-11.242,0.661,0
79946,0.541,-6.565,0.723,0
410672,0.43,-8.877,0.748,0
498566,0.383,-11.855,0.79,0
413055,0.811,-9.349,0.395,0
389697,0.0142,-6.241,0.927,1
338451,0.291,-11.886,0.743,0
182393,0.197,-15.401,0.308,0
458682,0.0153,-4.769,0.962,1
369394,0.819,-7.167,0.483,0
43941,0.755,-14.266,0.299,0
383054,0.443,-9.513,0.497,0
491449,0.89,-10.183,0.484,0
545140,0.000197,-7.064,0.651,0
404182,0.0437,-5.64,0.803,0
123159,0.993,-15.526,0.164,0
278241,0.0812,-9.868,0.491,0
93619,0.491,-7.878,0.556,0
389086,0.00109,-2.662,0.945,0
7710,0.965,-6.055,0.468,0
265538,0.963,-19.483,0.069,0
275025,0.499,-7.918,0.568,0
392585,0.164,-5.802,0.749,0
268516,0.595,-9.42,0.562,0
184061,0.00099,-6.246,0.737,1
264605,0.0414,-4.587,0.823,0
490349,0.125,-33.054,0.268,0
239937,0.24,-14.484,0.5,0
351008,0.0935,-5.723,0.847,0
354200,0.0851,-6.363,0.678,0
520164,0.112,-9.861,0.81,0
133942,0.983,-10.142,0.2,0
438921,0.658,-10.339,0.484,0
576031,0.0644,-7.617,0.584,0
369095,0.86,-7.358,0.715,0
360473,0.992,-9.845,0.403,0
2302,0.314,-22.402,0.148,0
350577,0.00131,-4.977,0.957,0
62636,0.706,-10.862,0.542,0
299676,1.58e-05,-5.514,0.99,1
527891,0.359,-8.048,0.755,0
209531,0.944,-5.434,0.479,0
400603,0.869,-13.564,0.277,0
552678,0.255,-8.882,0.543,0
539416,0.938,-16.016,0.127,0
296270,0.991,-17.833,0.131,0
379239,0.197,-6.402,0.684,0
296086,0.968,-13.156,0.423,0
402165,0.0835,-3.321,0.796,0
315295,0.545,-9.242,0.657,0
542362,0.0624,-11.29,0.792,0
14649,0.992,-10.038,0.343,0
160513,0.979,-11.778,0.567,0
298791,0.00306,-7.379,0.812,0
404912,0.0468,-7.331,0.648,0
542152,0.00752,-1.818,0.956,0
493716,0.956,-14.139,0.364,0
100967,0.0212,-12.698,0.365,0
282179,0.625,-14.677,0.327,0
4661,0.699,-17.465,0.277,0
334532,0.378,-11.234,0.433,0
364947,0.96,-17.106,0.181,0
258787,0.000329,-9.885,0.865,0
268284,0.319,-9.61,0.549,0
135913,0.924,-5.199,0.738,0
113809,0.0032,-5.291,0.974,0
311764,0.623,-8.676,0.404,0
581951,0.0596,-5.686,0.632,0
237255,0.68,-4.894,0.569,0
491304,0.0194,-14.851,0.697,0
15547,0.984,-6.954,0.312,0
534601,0.00104,-5.866,0.961,0
99603,0.186,-5.615,0.874,0
100033,0.467,-10.57,0.691,0
235615,0.404,-12.347,0.562,0
268696,0.914,-16.437,0.196,0
174462,0.0466,-5.634,0.774,0
537252,0.784,-7.905,0.742,0
190509,0.93,-11.437,0.309,0
385483,0.84,-11.461,0.352,0
195535,0.315,-7.049,0.815,0
524992,0.661,-14.549,0.805,0
131088,0.0381,-3.127,0.848,0
560412,0.0732,-6.067,0.76,0
307122,0.00976,-13.374,0.495,0
431021,0.18,-5.294,0.937,0
116401,0.996,-26.309,0.0189,0
168443,0.151,-11.347,0.396,0
451307,0.454,-7.929,0.331,0
78307,0.011,-5.905,0.744,0
333832,0.602,-10.902,0.634,0
144761,0.451,-10.154,0.541,0
297517,0.566,-11.012,0.452,0
173017,0.000838,-8.168,0.581,0
46528,0.536,-12.855,0.397,0
431695,0.00126,-5.944,0.819,0
307733,0.0621,-7.766,0.726,0
472543,0.0517,-6.218,0.749,0
484989,0.269,-10.637,0.629,0
492312,0.122,-4.204,0.919,0
202599,0.85,-8.461,0.276,0
210111,0.00651,-13.872,0.423,0
23796,0.945,-18.26,0.0611,0
19071,0.993,-22.045,0.146,0
205049,0.00417,-11.586,0.677,0
293644,0.00932,-4.237,0.902,0
568781,0.509,-8.604,0.756,0
281169,0.779,-13.518,0.499,0
524422,0.746,-4.993,0.647,0
178974,0.0106,-5.797,0.634,0
517663,0.901,-9.581,0.425,0
422561,0.0263,-9.349,0.453,0
441777,0.0402,-10.921,0.566,1
282316,0.828,-13.645,0.263,0
212683,0.973,-11.977,0.283,0
518212,0.918,-10.64,0.397,0
586211,0.68,-6.844,0.505,0
435291,0.54,-8.17,0.804,0
435325,0.656,-5.57,0.477,0
337057,0.879,-14.075,0.317,0
269933,0.896,-19.954,0.0817,0
564990,0.956,-13.386,0.179,0
180874,0.0274,-9.988,0.526,0
428820,0.725,-10.697,0.488,0
164608,0.344,-13.35,0.368,0
335523,0.234,-6.993,0.802,1
436507,0.805,-7.613,0.422,0
266137,0.229,-9.27,0.327,0
387726,0.000672,-4.221,0.948,0
26619,0.973,-11.838,0.266,0
149652,0.0542,-9.339,0.959,0
237614,0.0968,-5.826,0.773,0
433913,0.265,-5.089,0.835,0
79371,0.0759,-6.209,0.808,0
166828,0.0732,-6.802,0.963,0
561041,0.00197,-3.067,0.959,0
258557,0.0216,-7.275,0.863,0
297309,0.293,-8.336,0.554,0
2198,0.957,-14.603,0.241,0
516151,0.878,-11.753,0.542,0
340480,0.518,-10.072,0.505,0
482498,0.439,-23.409,0.183,0
514297,0.913,-11.885,0.183,0
198780,0.0778,-6.03,0.818,1
146452,0.279,-8.224,0.493,0
549477,0.0868,-7.691,0.903,0
285109,0.00371,-6.07,0.747,0
62038,0.128,-7.351,0.663,0
200622,0.813,-4.415,0.882,0
546201,0.825,-10.166,0.224,0
584512,0.118,-7.749,0.575,1
199332,0.0246,-4.146,0.862,0
128900,0.00269,-6.132,0.769,0
473424,0.662,-13.663,0.368,0
451527,0.297,-10.245,0.565,0
380378,0.323,-6.041,0.917,0
6606,0.988,-20.283,0.0887,0
569252,0.329,-7.261,0.536,1
259299,0.437,-9.005,0.683,0
168599,0.853,-25.85,0.124,0
103201,0.522,-15.462,0.17,0
31889,0.784,-17.525,0.204,0
20190,0.995,-11.714,0.168,0
224166,0.504,-6.99,0.801,0
310140,0.197,-14.364,0.499,0
449842,0.648,-5.453,0.496,0
457290,0.431,-13.515,0.308,0
356352,0.000117,-4.438,0.854,0
71008,0.625,-9.895,0.442,0
552279,0.0224,-7.738,0.671,0
290596,0.617,-4.93,0.736,0
571604,0.769,-14.287,0.252,0
51867,0.544,-11.022,0.511,0
504921,0.08,-6.719,0.609,1
369904,0.789,-10.812,0.503,0
465790,0.0301,-5.888,0.759,0
462941,0.607,-7.617,0.572,1
448101,0.00431,-4.736,0.943,0
489844,0.823,-3.499,0.457,0
188795,0.0902,-6.585,0.43,0
260366,0.899,-8.339,0.358,0
3369,0.941,-3.902,0.718,0
298770,0.225,-12.67,0.65,0
482599,0.964,-15.288,0.224,0
116825,0.296,-17.5,0.18,0
236136,0.206,-2.909,0.989,1
68687,0.00254,-6.687,0.985,0
502365,0.751,-19.63,0.234,0
381554,0.268,-6.194,0.713,1
349368,0.000448,-3.358,0.825,0
46787,0.0284,-13.08,0.622,0
376798,0.66,-17.073,0.169,0
348269,0.00522,-11.377,0.74,0
188085,0.28,-5.864,0.614,0
542501,0.0759,-11.492,0.415,0
292539,0.123,-6.279,0.8,0
58658,0.00148,-7.114,0.854,0
460605,0.742,-12.836,0.913,0
478477,0.403,-5.703,0.579,0
65807,0.062,-8.316,0.758,0
441519,0.809,-8.029,0.428,0
112599,0.104,-5.868,0.675,0
60763,0.8,-12.423,0.395,0
21761,0.941,-23.932,0.103,0
475865,0.0846,-8.16,0.524,1
438491,0.773,-5.511,0.442,0
137963,0.939,-6.149,0.644,0
40337,0.58,-14.947,0.324,0
350530,0.0303,-6.605,0.771,0
453452,0.0303,-12.514,0.644,0
395886,0.619,-5.275,0.577,0
582311,0.0873,-6.452,0.845,0
11352,0.163,-22.948,0.231,0
567622,0.866,-10.784,0.4,0
510151,0.622,-11.469,0.321,0
146337,0.429,-20.895,0.261,0
545437,0.364,-2.777,0.882,0
531145,0.349,-4.2,0.729,0
119860,0.947,-16.3,0.232,0
169434,3.62e-05,-6.012,0.864,0
565054,0.988,-19.238,0.207,0
401435,0.0365,-11.047,0.871,0
484621,0.726,-10.556,0.492,0
30539,0.749,-14.234,0.254,0
357526,0.608,-9.825,0.431,0
80596,0.036,-11.292,0.784,0
303393,0.247,-4.438,0.883,0
553967,0.0287,-3.528,0.959,0
84721,0.00181,-15.727,0.479,0
3124,0.994,-21.677,0.307,0
310644,0.675,-4.848,0.781,0
347045,0.0247,-9.479,0.687,0
1225,0.821,-18.194,0.117,0
564819,0.663,-21.484,0.244,0
423956,0.262,-6.888,0.319,0
299150,0.876,-10.344,0.515,0
124389,0.975,-19.447,0.254,0
451688,0.96,-17.583,0.125,0
163023,0.00283,-9.986,0.573,0
81475,6.28e-05,-8.003,0.966,0
487578,0.036,-4.83,0.816,0
272773,0.594,-13.711,0.3,0
461460,0.531,-4.675,0.756,0
412841,0.00091,-4.777,0.819,0
266888,0.925,-8.55,0.311,0
532379,0.645,-6.472,0.436,0
566184,0.405,-12.613,0.562,0
3288,0.961,-13.231,0.284,0
12292,0.917,-11.539,0.259,0
487594,0.00261,-4.677,0.985,0
494801,0.796,-26.515,0.237,0
260904,0.392,-10.782,0.566,1
477208,0.396,-10.756,0.639,0
221492,0.67,-17.038,0.215,0
379877,0.00624,-4.52,0.572,0
214198,0.329,-6.773,0.626,0
5793,0.932,-10.374,0.171,0
326890,0.771,-10.982,0.607,0
515317,0.993,-8.899,0.38,0
376473,0.0397,-9.69,0.66,0
406872,0.97,-21.0,0.131,0
460051,0.618,-3.628,0.965,0
323753,0.98,-28.255,2.03e-05,0
486046,0.144,-11.959,0.428,0
453780,0.743,-12.519,0.23,0
529165,0.57,-13.117,0.415,0
250457,0.419,-18.617,0.208,0
444414,0.258,-6.249,0.821,0
533502,0.871,-16.153,0.335,0
517154,0.946,-5.418,0.8,0
94893,0.953,-13.394,0.233,0
300839,0.00786,-9.262,0.677,0
360711,0.726,-7.905,0.708,0
208463,0.516,-6.662,0.664,0
442080,0.596,-9.252,0.257,0
350825,0.708,-10.357,0.659,0
263800,0.682,-10.506,0.366,0
387670,0.702,-9.715,0.806,1
312530,0.0259,-8.201,0.742,0
359620,0.0536,-8.516,0.726,0
560066,0.0137,-5.226,0.582,0
143701,0.778,-9.394,0.388,0
524947,0.29,-9.985,0.946,0
268754,0.155,-8.601,0.858,0
359663,0.19,-12.277,0.509,0
96280,0.825,-16.355,0.157,0
133448,0.991,-6.914,0.348,0
435044,0.395,-3.245,0.769,0
523384,0.103,-9.699,0.805,0
556338,0.000824,-4.393,0.961,0
501688,0.949,-13.795,0.286,0
79834,0.14,-6.283,0.543,0
455584,0.443,-5.792,0.597,0
94287,0.65,-8.39,0.543,0
271986,0.689,-17.82,0.238,0
187067,0.607,-11.668,0.547,0
323052,0.862,-12.32,0.232,0
143474,0.869,-14.718,0.351,0
389592,0.147,-6.28,0.73,1
313661,0.86,-7.907,0.285,0
413271,0.168,-8.587,0.601,0
180727,0.788,-22.956,0.126,0
333319,0.604,-10.079,0.385,0
576660,0.93,-8.24,0.529,0
120147,0.927,-14.088,0.116,0
148417,0.575,-9.22,0.766,0
152887,0.473,-13.897,0.494,0
437996,0.33,-5.097,0.812,0
68781,0.0745,-6.584,0.942,1
399558,0.641,-9.516,0.558,0
280282,0.00206,-6.093,0.592,0
352083,0.106,-7.793,0.588,0
525274,0.0632,-10.108,0.847,0
38374,0.789,-12.082,0.285,0
98479,0.635,-10.364,0.63,0
267517,0.907,-13.492,0.423,0
286626,0.415,-6.43,0.555,0
20657,0.973,-8.886,0.508,0
194131,0.0119,-20.634,0.334,0
333232,0.745,-11.031,0.365,0
273955,0.927,-12.372,0.322,0
500345,0.33,-5.709,0.48,0
353314,0.973,-16.086,0.122,0
385286,1.98e-06,-7.858,0.743,0
302707,0.0945,-6.751,0.562,0
36230,0.6,-7.906,0.858,0
572271,0.0153,-10.677,0.915,0
153563,0.401,-6.883,0.57,0
335802,0.307,-2.016,0.883,0
279506,0.0131,-6.785,0.535,0
190526,0.591,-9.986,0.457,0
329551,0.567,-18.548,0.324,0
20932,0.913,-21.119,0.197,0
78991,0.512,-14.706,0.325,0
545687,0.00338,-5.631,0.827,0
251275,0.419,-14.801,0.501,0
262611,0.535,-14.692,0.591,0
378411,0.594,-6.691,0.555,0
373611,0.323,-6.5,0.54,0
483032,0.737,-9.336,0.723,0
337599,0.799,-4.726,0.543,0
502825,0.702,-7.445,0.744,0
441612,3.3e-05,-3.072,0.933,0
174456,0.00132,-5.308,0.671,1
60975,0.0609,-11.167,0.657,0
101704,0.735,-14.801,0.279,0
337517,0.0303,-4.369,0.694,0
245551,0.143,-3.845,0.897,1
54263,0.114,-11.725,0.485,0
326614,0.319,-17.323,0.308,0
474991,0.139,-8.469,0.617,0
234078,0.081,-8.52,0.82,0
399311,0.111,-4.738,0.539,0
161134,0.299,-8.982,0.679,0
360838,0.995,-9.358,0.448,0
231741,0.0183,-0.243,0.948,1
124966,0.583,-9.194,0.448,0
13702,0.984,-13.003,0.257,0
323383,0.316,-6.819,0.547,0
374124,0.177,-8.143,0.478,0
207688,0.37,-4.427,0.8,0
235174,0.214,-6.465,0.631,0
336697,0.83,-7.707,0.386,0
524392,0.394,-7.561,0.774,0
305982,0.442,-12.513,0.507,0
446962,0.0719,-5.422,0.632,0
237925,0.096,-3.114,0.852,0
90586,0.158,-8.617,0.653,1
395688,0.746,-13.423,0.354,0
210276,0.0428,-4.248,0.775,0
6738,0.991,-16.102,0.151,0
475170,0.355,-5.143,0.704,0
563613,0.347,-11.477,0.557,0
264976,0.281,-7.024,0.726,0
399351,0.142,-6.228,0.656,0
132303,0.994,-4.178,0.403,0
402986,0.00827,-3.425,0.937,0
203165,0.583,-5.854,0.84,0
464750,0.899,-10.104,0.297,0
511550,0.994,-20.788,0.0339,0
58295,0.556,-8.847,0.545,0
550729,0.0764,-8.255,0.679,0
491395,0.0111,-7.848,0.817,0
275784,0.428,-7.62,0.403,0
149491,0.607,-11.511,0.445,0
136456,0.889,-8.578,0.501,0
372392,0.185,-5.968,0.925,0
294554,0.72,-7.632,0.72,1
307418,0.989,-34.572,0.00408,0
329652,0.214,-9.756,0.556,0
481566,0.977,-21.566,0.0504,0
331643,0.867,-12.175,0.305,0
3762,0.988,-14.903,0.194,0
534366,0.834,-15.659,0.163,0
575135,0.613,-6.989,0.513,0
183796,0.749,-13.882,0.309,0
239905,0.0993,-8.042,0.69,0
529813,0.00537,-4.534,0.914,0
449810,0.0581,-4.861,0.721,0
461019,0.229,-8.573,0.387,0
347861,0.0872,-12.277,0.514,0
174762,0.00837,-6.933,0.605,0
275891,0.753,-6.517,0.562,0
201308,0.993,-7.282,0.178,0
580944,0.545,-12.275,0.24,0
328318,0.672,-6.293,0.521,0
137897,0.948,-19.203,0.209,0
586,0.544,-21.697,0.136,0
219841,0.994,-21.616,0.14,0
340430,0.629,-7.055,0.498,0
520642,0.992,-9.122,0.533,0
336043,0.654,-9.203,0.631,1
103800,0.364,-10.996,0.426,0
290698,0.527,-11.778,0.649,0
128645,0.0203,-8.987,0.799,0
114171,0.0822,-6.156,0.798,0
445084,0.573,-9.344,0.479,0
138777,0.899,-17.653,0.192,0
488396,0.369,-4.468,0.674,1
184164,0.0319,-7.179,0.76,0
421021,0.815,-11.45,0.468,0
187052,0.0256,-6.04,0.826,0
315906,0.774,-11.06,0.456,0
179757,0.978,-21.114,0.0315,0
365322,0.439,-15.653,0.31,0
67554,0.368,-10.732,0.49,0
389381,0.295,-7.575,0.836,1
146066,0.302,-19.867,0.252,0
155653,0.119,-6.574,0.764,0
500529,0.0839,-5.896,0.737,0
343378,0.982,-14.019,0.136,0
250152,0.769,-8.745,0.505,0
31938,0.798,-11.183,0.484,0
385110,0.0352,-11.708,0.551,0
187979,0.0294,-4.186,0.774,0
39725,0.0897,-4.283,0.942,0
551426,0.00212,-5.725,0.874,0
327072,0.101,-14.711,0.488,0
35838,0.91,-17.207,0.162,0
251743,0.904,-21.849,0.0922,0
55302,0.266,-18.95,0.354,0
295156,0.686,-7.109,0.439,0
252165,0.365,-10.447,0.479,0
549341,0.0861,-12.755,0.49,0
107243,0.223,-10.398,0.376,0
263756,0.317,-10.036,0.629,0
198130,0.43,-8.581,0.409,0
108479,0.0165,-18.005,0.443,0
519573,0.879,-7.916,0.65,0
166246,0.881,-16.592,0.238,0
15413,0.984,-19.467,0.0764,0
328652,0.258,-10.454,0.532,0
281509,0.0876,-9.262,0.468,0
124858,0.958,-17.896,0.0182,0
161855,0.712,-15.717,0.271,0
456464,0.0765,-3.195,0.841,1
457818,0.684,-11.73,0.417,0
314095,0.944,-15.661,0.117,0
173279,0.134,-3.724,0.765,0
124928,0.982,-14.08,0.202,0
398927,0.0482,-5.95,0.72,0
196183,0.439,-8.977,0.751,0
195614,0.787,-12.21,0.259,0
464372,0.992,-15.584,0.176,0
168822,0.631,-10.922,0.499,0
222718,0.203,-8.031,0.567,0
136301,0.944,-3.626,0.64,0
308201,0.101,-15.834,0.25,0
403395,0.426,-6.134,0.615,0
66663,0.00973,-5.946,0.831,0
313175,0.128,-6.083,0.533,0
327070,0.78,-15.39,0.647,0
320062,0.913,-13.84,0.345,0
583239,0.000977,-2.671,0.899,0
418839,0.115,-6.922,0.678,1
223504,0.0557,-11.668,0.937,0
233141,0.959,-25.394,0.0372,0
8613,0.981,-28.892,0.0396,0
3715,0.824,-19.679,0.253,0
248701,0.974,-12.91,0.179,0
297306,0.0889,-9.217,0.787,0
288424,0.635,-11.745,0.33,0
556571,0.0798,-4.743,0.7,0
333543,0.0139,-6.988,0.847,0
186026,0.438,-8.699,0.353,0
336363,0.0451,-3.189,0.875,0
245276,0.458,-5.785,0.723,0
522918,0.768,-5.358,0.77,0
404820,0.758,-7.599,0.325,0
456819,0.218,-6.104,0.67,1
181051,0.000129,-9.471,0.821,0
552652,0.0847,-10.117,0.681,0
253502,0.052,-8.439,0.497,0
441340,0.00826,-10.504,0.654,0
380973,0.0494,-6.998,0.531,1
323041,0.0141,-6.974,0.671,0
132033,0.483,-3.929,0.657,0
272209,0.0327,-5.956,0.907,0
131018,0.909,-11.853,0.316,0
97334,0.553,-9.886,0.335,0
55925,0.402,-14.081,0.355,0
318960,0.192,-11.114,0.719,0
241458,0.000684,-11.406,0.527,0
178740,0.464,-7.761,0.713,0
440037,0.459,-14.599,0.289,0
123507,0.989,-33.836,0.0149,0
583820,2.36e-05,-4.511,0.85,0
12555,0.983,-6.883,0.45,0
504491,0.00232,-4.564,0.968,0
331039,0.277,-11.345,0.565,0
439165,0.121,-7.716,0.463,1
115029,0.0911,-6.505,0.668,0
371005,0.0248,-4.187,0.878,0
310324,0.125,-6.091,0.955,0
469553,0.11,-5.573,0.9,0
568092,0.336,-8.299,0.719,1
404162,0.684,-7.11,0.533,0
392267,0.57,-4.814,0.854,0
269622,0.183,-6.307,0.685,0
212827,0.489,-14.263,0.214,0
221475,0.575,-16.639,0.249,0
253760,0.887,-7.241,0.276,0
492432,0.261,-3.969,0.807,0
118377,0.157,-7.96,0.723,0
116103,0.189,-3.909,0.786,1
89061,0.492,-6.983,0.499,0
476620,0.0217,-11.013,0.785,0
164508,0.0267,-6.251,0.929,0
81204,0.507,-6.326,0.455,0
332332,0.0827,-7.843,0.401,0
422548,0.544,-9.275,0.507,0
71946,0.305,-7.923,0.745,0
65451,0.000327,-7.981,0.833,0
297074,0.0184,-15.443,0.386,0
559876,0.767,-12.453,0.327,0
128731,0.294,-12.845,0.316,0
203246,0.838,-10.423,0.323,0
41439,0.399,-10.848,0.883,0
36894,0.825,-16.633,0.272,0
445762,0.751,-13.108,0.491,0
402222,0.618,-15.666,0.392,0
585995,0.155,-14.632,0.494,0
38979,0.875,-10.042,0.278,0
558970,0.64,-16.67,0.227,0
126382,0.191,-9.389,0.479,0
398643,0.827,-16.047,0.191,0
19409,0.988,-7.995,0.349,0
105533,0.409,-4.981,0.629,0
406871,0.588,-11.326,0.438,0
441568,0.628,-5.841,0.769,0
271406,0.845,-12.699,0.353,0
105268,0.857,-22.438,0.0412,0
266460,0.365,-8.17,0.664,0
314984,0.923,-23.805,0.192,0
17566,0.994,-10.433,0.386,0
308253,0.191,-6.548,0.889,0
258401,0.261,-6.91,0.662,0
373174,0.733,-6.567,0.451,0
345571,0.943,-17.843,0.0868,0
236286,0.414,-5.067,0.865,0
320296,0.033,-9.205,0.546,1
25937,0.875,-18.431,0.0736,0
391203,0.773,-11.069,0.234,0
272928,0.216,-7.4,0.916,0
5263,0.95,-20.867,0.0725,0
358303,0.0814,-6.195,0.637,1
59305,6.04e-05,-5.06,0.971,0
11082,0.487,-23.891,0.194,0
58404,0.294,-13.684,0.587,0
405665,0.00443,-4.126,0.974,0
359151,0.901,-13.271,0.344,0
142074,0.563,-6.895,0.728,0
99540,0.254,-8.101,0.666,0
77184,7.18e-05,-4.878,0.665,0
371336,0.458,-6.494,0.634,0
546166,0.896,-36.471,0.0253,0
18099,0.991,-16.919,0.199,0
387503,0.606,-10.29,0.63,0
395561,0.809,-11.582,0.481,0
327037,0.877,-7.743,0.33,0
360419,0.0201,-7.764,0.802,0
292556,0.0682,-6.689,0.179,1
253368,0.645,-14.597,0.447,0
264600,0.38,-4.748,0.746,0
512407,0.992,-23.289,0.0861,0
474631,0.68,-4.563,0.736,0
267376,0.231,-7.119,0.872,0
523921,0.924,-9.478,0.445,0
433033,0.0186,-10.092,0.582,0
443854,0.0329,-5.159,0.8,0
98110,0.191,-6.128,0.696,0
169050,0.0124,-5.73,0.94,0
376457,0.476,-13.886,0.373,0
228413,0.284,-6.045,0.749,0
249150,0.807,-13.399,0.258,0
164802,0.112,-6.995,0.593,0
545637,0.00601,-9.702,0.68,0
355320,0.00132,-8.782,0.952,0
426632,0.000922,-7.78,0.849,0
584959,0.215,-4.406,0.676,1
487355,0.642,-6.143,0.666,0
503232,0.282,-6.279,0.799,0
76144,0.244,-7.516,0.478,0
242958,0.0181,-1.356,0.83,1
30496,0.968,-15.127,0.127,0
214749,0.91,-10.901,0.233,0
19412,0.968,-21.168,0.113,0
253500,0.0136,-6.442,0.611,0
508333,0.0947,-5.358,0.942,0
284385,0.0011,-5.8,0.858,0
416266,0.655,-7.459,0.591,0
154939,0.207,-1.775,0.884,0
109189,0.134,-10.282,0.481,0
300591,0.759,-15.936,0.319,0
299263,0.00479,-8.658,0.856,0
6497,0.973,-15.845,0.373,0
226917,0.083,-10.526,0.38,0
353734,0.935,-15.852,0.176,0
289667,0.0902,-15.697,0.595,0
353854,0.215,-13.599,0.478,0
203433,0.782,-12.697,0.479,0
570985,0.782,-14.53,0.268,0
537342,0.96,-7.269,0.701,0
369230,0.824,-10.036,0.28,0
581425,0.348,-7.869,0.525,0
560425,0.0362,-3.881,0.897,0
436526,0.747,-8.303,0.417,0
118938,0.718,-14.436,0.371,0
565358,0.375,-7.815,0.578,0
443021,0.0127,-3.723,0.876,0
145369,0.215,-19.482,0.303,0
498518,0.575,-9.338,0.725,0
327991,0.0308,-10.571,0.806,0
310420,0.0663,-3.156,0.957,0
82143,0.00112,-7.37,0.66,1
228390,0.846,-10.911,0.449,0
350547,0.0139,-5.221,0.982,0
354985,0.923,-21.484,0.1,0
223891,0.46,-8.939,0.515,0
384472,0.29,-8.913,0.435,0
38654,0.785,-9.49,0.402,0
195531,0.00192,-6.452,0.7,0
